park_name,width_ft,class,surface,gen_topog,difficulty,date_collected,trail_name,parkid,trailmarkersinstalled,shape
LaTourette Park & Golf Course,3.0,Class III : Developed/Improved,Dirt,Level,2: Slightly uneven,2021.0,"Blue Trail, Nature Center Trail",R013,Yes,"MULTILINESTRING ((-74.14082522248218 40.585775803351595, -74.14068375955856 40.58582705620744, -74.139872739917 40.58599106834257, -74.13942393823577 40.58608807260914))"
LaTourette Park & Golf Course,5.0,Class III : Developed/Improved,Dirt,Wavy,2: Slightly uneven,2021.0,Blue Trail,R013,Yes,"MULTILINESTRING ((-74.1381180597271 40.58617581108968, -74.13811734558804 40.58617604698504, -74.13811372507605 40.586193118979516, -74.13800296690174 40.58628551710833, -74.13788890479186 40.58632766982342, -74.13781508185536 40.58634825973535, -74.13774519413758 40.58634397689634, -74.1376732214762 40.58636312456005, -74.1375238884887 40.58633255768444, -74.1374927065082 40.58631163709387, -74.13742441058494 40.58630365370062, -74.1373450609087 40.586249690989334, -74.13731568627405 40.58622475455226, -74.1372896590519 40.586211243565764, -74.1372108568327 40.58619136676351, -74.13716317719866 40.58615895527835, -74.13712633522488 40.58612716661007))"
LaTourette Park & Golf Course,3.0,Class III : Developed/Improved,Dirt,Level,2: Slightly uneven,2021.0,White Trail,R013,Yes,"MULTILINESTRING ((-74.14052477383898 40.58318967136108, -74.14052204861571 40.58318783852396, -74.1402028362569 40.58315248035863, -74.13962778025333 40.58313842464627, -74.13950684516097 40.583152128052845, -74.13920778903322 40.5831260360644, -74.13920665871765 40.583125489914806))"
LaTourette Park & Golf Course,3.0,Class II : Simple/Minor Developed,Dirt,Wavy,2: Slightly uneven,2021.0,"Red Trail, Yellow Trail",R013,Yes,"MULTILINESTRING ((-74.14553820359676 40.58189412148938, -74.1453636057501 40.581822914679094, -74.14518156668845 40.58191121620535, -74.14506333705572 40.581858436282474, -74.14489876127763 40.58179903550339, -74.14482719038492 40.58177258456919, -74.14482518059107 40.58174230334523, -74.14462953255229 40.581674815906254, -74.14452705502508 40.581667799196175, -74.14446190072712 40.58169124886294, -74.14446183671745 40.581696603465446))"
LaTourette Park & Golf Course,3.0,Class III : Developed/Improved,Dirt,Level,2: Slightly uneven,2021.0,"Red Trail, Blue Trail",R013,Yes,"MULTILINESTRING ((-74.14076454357823 40.57781385805311, -74.14072356093632 40.5778199877068, -74.14051736103195 40.57784201840174, -74.14044619619223 40.57787327350391, -74.14027639249518 40.577924491218155, -74.14012222520978 40.57796645472371, -74.13997172832136 40.578006662928956, -74.13985487723605 40.578017544900796, -74.13972788347841 40.57806751828543, -74.13966205580647 40.578122204380605))"
LaTourette Park & Golf Course,5.0,Class IV : Highly Developed,Dirt,Wavy,4: Strenuous climbs,2021.0,Unnamed Official Trail,R013,Yes,"MULTILINESTRING ((-74.16048175144458 40.572646098132104, -74.16048173495439 40.572646116165664, -74.16050996616379 40.57262166526188, -74.16055217913473 40.572623410026026, -74.1608779338192 40.5726338596567, -74.16096741738463 40.572605787377704, -74.16099149123656 40.57258665258299, -74.16105510846339 40.57255922253662, -74.1614822140387 40.5724294010476))"
LaTourette Park & Golf Course,7.0,Class IV : Highly Developed,Gravel,Level,2: Slightly uneven,2021.0,Multipurpose Trail,R013,No,"MULTILINESTRING ((-74.16703979123642 40.5712894945226, -74.16740552763683 40.57146132195607, -74.16763417271011 40.571679402178155, -74.16779609851469 40.57174020794462, -74.16786765223308 40.57170783934791, -74.16795145336197 40.57166086697608))"
LaTourette Park & Golf Course,7.0,Class IV : Highly Developed,Gravel,Level,2: Slightly uneven,2021.0,Multipurpose Trail,R013,No,"MULTILINESTRING ((-74.16576237399259 40.57165391842942, -74.16589096844527 40.57162163353802, -74.16629140236793 40.57138932123778, -74.16629257005532 40.57138826683217, -74.16634488621418 40.571341039529365, -74.16634822549095 40.5713380251349, -74.16642975358747 40.571275754520336, -74.1665371551985 40.57126389472545, -74.1668093869428 40.57125278887723, -74.16701191312865 40.571276397278595, -74.16703979123642 40.5712894945226))"
LaTourette Park & Golf Course,3.0,Class II : Simple/Minor Developed,Dirt,Level,2: Slightly uneven,2021.0,Yellow Trail,R013,Yes,"MULTILINESTRING ((-74.16183732866507 40.57401753196183, -74.16175650345974 40.57400403074477, -74.16173242712165 40.573978362730536, -74.16168235458724 40.57403207574774, -74.16165190401905 40.574075510445844, -74.16169136247248 40.57410594762581, -74.16158912888093 40.57418888493305, -74.1613740969483 40.57425210424569, -74.16132554139068 40.57428132517051, -74.16131276346367 40.57434066256093, -74.16111806736592 40.57449440342195, -74.16106130884376 40.57457330784924, -74.16104308055958 40.57460678344019, -74.16097594696944 40.57471859948099))"
Willowbrook Parkway,3.0,Class III : Developed/Improved,Dirt,Wavy,2: Slightly uneven,2021.0,White Trail,R047,Yes,"MULTILINESTRING ((-74.13022281020486 40.57348967508529, -74.13034556858221 40.573300525462855, -74.13038777664704 40.57322795914332, -74.1304300818899 40.57317496652047, -74.13047886643834 40.57304971645752, -74.13049862641363 40.57301767762727, -74.13056340002005 40.57297469578536, -74.13058826593382 40.572932131196524, -74.1305607946948 40.57277827791147, -74.13057502813842 40.57272776656327, -74.13066501808434 40.572712335493904, -74.13068431966491 40.572694787509064, -74.13074201114726 40.57255976819923))"
Brookfield Park,7.0,Class IV : Highly Developed,Gravel,Wavy,2: Slightly uneven,2021.0,Unnamed Official Trail,R172,No,"MULTILINESTRING ((-74.16083776131069 40.56659453238512, -74.16117019686578 40.566558733358185, -74.16128431486597 40.566530917107976, -74.16140567735513 40.566443493714004, -74.161466870359 40.56634920902533, -74.16149026301801 40.566261768324516, -74.16147301358822 40.566149584255136, -74.16154409795159 40.56599905042982))"
Brookfield Park,3.0,Class IV : Highly Developed,Gravel,Level,2: Slightly uneven,2021.0,Orange Trail,R172,No,"MULTILINESTRING ((-74.15825227591331 40.56341813787763, -74.15833095332626 40.5633780910873, -74.1584374845612 40.56333757447244, -74.15853750045893 40.56330520121008, -74.15868375139688 40.56327176891196, -74.15876991701025 40.56325557903688, -74.158904825827 40.56324384231739, -74.15902325291201 40.563250405351674, -74.15910826653712 40.56326767589129, -74.15920026722453 40.563295948325774, -74.1593401894207 40.56333508030903, -74.15934623603926 40.563337451112496))"
Pelham Bay Park,9.0,Class V : Fully Developed,Paved,Level,1: Flat and smooth,2025.0,Unnamed Official Trail,X039,No,"MULTILINESTRING ((-73.79517343252971 40.86640569200568, -73.79507903724593 40.86661900843179, -73.79502525918784 40.86681180989659, -73.7950302423303 40.867112380281334, -73.79512985627319 40.867386202114034, -73.79516986796595 40.86746898688056))"
LaTourette Park & Golf Course,5.0,Class III : Developed/Improved,Dirt,Wavy,3: Moderate and rough,2021.0,Red Trail,R013,Yes,"MULTILINESTRING ((-74.14282878567487 40.58345878519259, -74.14278748174301 40.58339848785549, -74.14267251492002 40.58324951455805, -74.1425050055175 40.58324734595875, -74.1423810898023 40.58328608077433, -74.14219347568915 40.58336422743272, -74.1421191011428 40.58340374353339, -74.14207711131114 40.58350874713697, -74.14204143079326 40.583636938643586))"
Ocean Breeze Park,9.0,Class IV : Highly Developed,Grasses,Wavy,2: Slightly uneven,2021.0,Orange Loop,R149,Yes,"MULTILINESTRING ((-74.0773949914658 40.57998344711246, -74.07767824192176 40.57973872396826, -74.07778522785883 40.57970285033683, -74.07797598759554 40.579699951912154, -74.07823194535858 40.57979765860019, -74.07839573474298 40.579945295983656, -74.07842982257904 40.58002709345968, -74.07842988393044 40.580090402079755))"
Brookfield Park,5.0,Class IV : Highly Developed,Gravel,Level,2: Slightly uneven,2021.0,Blue Trail,R172,No,"MULTILINESTRING ((-74.16285884725946 40.563573181128696, -74.16286685481542 40.56360439824502, -74.1628872285397 40.56363206325666, -74.16292905892782 40.563672905857864, -74.16297371428217 40.56371198840812, -74.16302011075751 40.56376678536493, -74.163059557381 40.56381203037522, -74.16310928921651 40.56387820431945, -74.16315211834392 40.56394687890413, -74.16319087384211 40.56402912029391, -74.16321847482344 40.56414733825889, -74.16322561069688 40.56419962351205, -74.1632294948629 40.56426167419574, -74.16323324348706 40.5643465381172))"
Brookfield Park,5.0,Class IV : Highly Developed,Gravel,Wavy,2: Slightly uneven,2021.0,Unnamed Official Trail,R172,No,"MULTILINESTRING ((-74.16489229125582 40.5615081515022, -74.1647536443796 40.561510486514706, -74.16465229286884 40.561495929846515, -74.16449658341205 40.56149756948628, -74.16438249804123 40.56153029317786, -74.16429643005007 40.5615684005564, -74.16420713886772 40.5616172404569, -74.16412807413099 40.56167422535011, -74.1640673248448 40.56173965348398, -74.16401026997387 40.56180985090402, -74.16395406386391 40.56191368897172, -74.16390017371269 40.5620490691667))"
Brookfield Park,5.0,Class III : Developed/Improved,Paved,Level,2: Slightly uneven,2021.0,Green Trail,R172,No,"MULTILINESTRING ((-74.1637552528418 40.56091143474483, -74.1637078284202 40.56091217054131, -74.16361806891837 40.56093208032181, -74.16352962825073 40.560968384050824, -74.1634517047418 40.56100237730148, -74.16336956184523 40.56104149329549, -74.16328737406604 40.56107919366579, -74.16320117983742 40.56111881058833, -74.16311282661667 40.561159205865835, -74.16302469242922 40.56119891996569, -74.1629350052901 40.561240026614456, -74.16283550778567 40.56128965438067, -74.16267777594709 40.561359107710146, -74.16258704105627 40.561400220072635, -74.16251140121477 40.56143998452976))"
Brookfield Park,5.0,Class III : Developed/Improved,Dirt,Wavy,2: Slightly uneven,2021.0,Green Trail,R172,No,"MULTILINESTRING ((-74.16431013294384 40.56213302310407, -74.16447878812019 40.56219155910782, -74.1645909546357 40.56224271045701, -74.16473974795485 40.5622972212659, -74.16485730250422 40.56230520777119, -74.16497970640121 40.56227392781569, -74.16504957318867 40.56223284895798, -74.16512740495537 40.562141900028216, -74.16523336116823 40.562032713638956, -74.16532434551232 40.56196579242489, -74.1653633843194 40.56194100775399))"
Brookfield Park,7.0,Class III : Developed/Improved,Gravel,Wavy,3: Moderate and rough,2021.0,Unnamed Official Trail,R172,No,"MULTILINESTRING ((-74.15836966410333 40.56749514010456, -74.15844879313606 40.56758973124407, -74.15847827821342 40.567625506306726, -74.15850340463766 40.56766921200905, -74.15851051474658 40.567728956630496, -74.15851214322811 40.56776132650807, -74.1584967446073 40.567819560487436, -74.1584698014785 40.56788965141371, -74.15846167804779 40.56801652248035, -74.1585009930234 40.56810059181468, -74.15852905841555 40.56813366093903, -74.15856467342593 40.56815786025635, -74.15861406020869 40.56818864230602, -74.15866024902115 40.568215868070226, -74.15870250590577 40.56824573959168, -74.15873258205669 40.56827762529793))"
Brookfield Park,7.0,Class III : Developed/Improved,Gravel,Level,2: Slightly uneven,2021.0,Red Trail,R172,No,"MULTILINESTRING ((-74.16098677360992 40.56710662329556, -74.16064642649346 40.56724239399769, -74.1603101482772 40.56735397977292, -74.15987653562232 40.567459148745776, -74.1596998002578 40.567489158798494))"
Brookfield Park,5.0,Class IV : Highly Developed,Gravel,Level,2: Slightly uneven,2021.0,Red Trail,R172,No,"MULTILINESTRING ((-74.16207822091997 40.56646995153161, -74.16203954416014 40.56659106209041, -74.16157020631924 40.56686023863625, -74.1612607769472 40.56699565068683, -74.16098677360992 40.56710662329556))"
Wolfe's Pond Park,5.0,Class III : Developed/Improved,Dirt,Level,2: Slightly uneven,2021.0,Red Trail,R031,No,"MULTILINESTRING ((-74.19400243718911 40.51957909378284, -74.19386563072192 40.51959288601593, -74.19378251580908 40.519632459701235, -74.19371390460901 40.519589805707945, -74.19369137383796 40.51954075219964, -74.19360601902565 40.519507741360606, -74.19355709345402 40.51947413051705, -74.19354452537586 40.51941923284545, -74.19354396588268 40.51941795413469, -74.19349908868243 40.519315314364476, -74.19345215947415 40.519257905387995, -74.19340551219436 40.51918860711078, -74.19340210434154 40.51910541552251))"
Highbridge Park,,Class II : Simple/Minor Developed,Dirt,Sloped,2: Slightly uneven,2021.0,Biking Trail,M037,Yes,"MULTILINESTRING ((-73.92539537249418 40.8591635491133, -73.9254091615821 40.859155014174426, -73.92544185856491 40.85914761526633, -73.9254584238597 40.85911608808902, -73.92558255136302 40.859105074174614, -73.9256106597565 40.85910273301586, -73.92566719992531 40.85908779970164, -73.92574442174762 40.85908828706582, -73.92578695752559 40.85908778854753, -73.92582091999202 40.85908141150228, -73.92591053532962 40.85906333950786, -73.92598101892987 40.85904168292538, -73.92604855492463 40.859005304091006, -73.92607752703887 40.85899198819299, -73.92609909599854 40.85898493856239, -73.92612030603043 40.858960402071304, -73.92630222742888 40.858911300306026, -73.92633052261296 40.85888478091882, -73.92634018510563 40.85886783355167, -73.92635377987523 40.85886217274151))"
Ocean Breeze Park,9.0,Class IV : Highly Developed,Paved,Level,1: Flat and smooth,2014.0,Blue Loop,R149,Yes,"MULTILINESTRING ((-74.078663911678 40.5882712342217, -74.07829609901378 40.58811803621055, -74.07810613937944 40.588012556581376, -74.07786489067016 40.58792275710384, -74.07765436867017 40.58778208738745))"
Fort Washington Park,9.0,Class V : Fully Developed,Paved,Level,1: Flat and smooth,2015.0,White Trail,M028,Yes,"MULTILINESTRING ((-73.93320781423111 40.86594011261197, -73.93329475329861 40.86581126684869, -73.93382546871365 40.86507655959962, -73.93383867570567 40.865045208525245))"
Wolfe's Pond Park,3.0,Class III : Developed/Improved,Dirt,Level,2: Slightly uneven,2014.0,"Blue Trail, White Trail",R031,No,"MULTILINESTRING ((-74.19542959143303 40.52553073839771, -74.1954694101457 40.525662265098084, -74.19548268453097 40.52569341975413, -74.19547428193061 40.5257761324626, -74.19555416616781 40.52587646317022, -74.19552596754261 40.52603325930795, -74.19545193070722 40.52616498348044, -74.19553026501328 40.5262521195702, -74.19553841731177 40.52631742654829))"
Clove Lakes Park,9.0,Class V : Fully Developed,Paved,Level,1: Flat and smooth,2014.0,Unnamed Official Trail,R005,No,"MULTILINESTRING ((-74.11203939364114 40.6196052080233, -74.11215956887398 40.61967338186301, -74.11226158841744 40.61981321787529, -74.11245872806442 40.61999457836995, -74.11300824349098 40.620285602135084))"
Clove Lakes Park,9.0,Class V : Fully Developed,Paved,Level,1: Flat and smooth,2014.0,Unnamed Official Trail,R005,No,"MULTILINESTRING ((-74.11777400904614 40.61983663452992, -74.11765289397076 40.62006872742408, -74.11745613882783 40.620280583534345, -74.11726757366745 40.6203694062413, -74.11708125641105 40.620423540072025, -74.11708194266679 40.62042400043998))"
Highbridge Park,9.0,Class V : Fully Developed,Paved,Level,1: Flat and smooth,2015.0,Unnamed Official Trail,M037,Yes,"MULTILINESTRING ((-73.92957681492032 40.84636311641736, -73.9296622738464 40.846394143700664, -73.92970564289286 40.846426676116494, -73.9297552929717 40.846484207311654, -73.92972744006745 40.846526023627405, -73.929614977248 40.84663969356736, -73.92957197935468 40.84674260351991, -73.92954398982191 40.846859464046794, -73.92954660918723 40.846948038084264, -73.92956609501056 40.846976921572455, -73.92960040125736 40.847017125188394, -73.92960959338633 40.84705228242047, -73.92957957759607 40.84711724003196, -73.92956717211673 40.84717704046283, -73.92958551114057 40.84721840947401, -73.92959555417681 40.84723503329079, -73.92961033833363 40.84724367893566, -73.92963569361775 40.847258504803186))"
Clove Lakes Park,9.0,Class IV : Highly Developed,Gravel,Level,2: Slightly uneven,2014.0,Unnamed Official Trail,R005,No,"MULTILINESTRING ((-74.10995497707285 40.61798583927878, -74.11002934204085 40.61808770894162, -74.11020287397938 40.61818450815053, -74.1102741749844 40.61821470179441, -74.11066449170235 40.61831664574371, -74.11111158015737 40.61844947632164))"
Arden Woods,3.0,Class II : Simple/Minor Developed,Dirt,Level,2: Slightly uneven,2014.0,"Blue Trail, Orange Trail",R120,Yes,"MULTILINESTRING ((-74.19035737563937 40.55386780856023, -74.1908107193613 40.55400879126308, -74.19087715952867 40.55405052299603, -74.1912207840064 40.55410933488821, -74.19157544148204 40.55415844486994, -74.19161161941621 40.554090816083814))"
